,page,country,rev_id
44869,Julius Gregr,Czech Republic,395521877.0
44870,Edvard Gregr,Czech Republic,395526568.0
44871,Miroslav Poche,Czech Republic,672862914.0
44872,Vojtěch Mynář,Czech Republic,673008587.0
44873,Jan Malypetr,Czech Republic,704424304.0
44874,Emanuel Moravec,Czech Republic,705080136.0
44875,Vladimír Hučín,Czech Republic,707597623.0
44876,Pavla Topolánková,Czech Republic,709676840.0
44877,Josef Barák,Czech Republic,711675761.0
44878,Antonín Švehla,Czech Republic,712426548.0
44879,Jakob Marzel Sternberger,Czech Republic,713698544.0
44880,Alois Anderka,Czech Republic,714174726.0
44881,Ivan Dejmal,Czech Republic,715467197.0
44882,Franz Macoun,Czech Republic,715640391.0
44883,Karel Urbánek,Czech Republic,716711851.0
44884,Vladimír Klokočka,Czech Republic,717429365.0
44885,Jaromír Jermář,Czech Republic,720027362.0
44886,Artur London,Czech Republic,721736524.0
44887,František Sláma (politician),Czech Republic,722937211.0
44888,Jan Kubice,Czech Republic,723151837.0
44889,Kamil Jankovský,Czech Republic,723207013.0
44890,Václav Vacek,Czech Republic,724691268.0
44891,Čestmír Císař,Czech Republic,725362978.0
44892,Luca Rovinalti,Czech Republic,726666131.0
44893,Kamil Krofta,Czech Republic,726762194.0
44894,Milan Štěch,Czech Republic,728506208.0
44895,Antonín Janoušek,Czech Republic,729912438.0
44896,Bedřich Geminder,Czech Republic,730146355.0
44897,Karel Domin,Czech Republic,735174171.0
44898,Hubert Ripka,Czech Republic,737562321.0
44899,Tomáš Eduard Šilinger,Czech Republic,741588720.0
44900,Petr Janyška,Czech Republic,741798984.0
44901,Jana Juřenčáková,Czech Republic,743423675.0
44902,Jaromír Nečas,Czech Republic,744448745.0
44903,Siegfried Taub,Czech Republic,744612257.0
44904,Záviš Kalandra,Czech Republic,746707985.0
44905,Alois Rašín,Czech Republic,749575931.0
44906,Bedřich Reicin,Czech Republic,749945936.0
44907,Bernd Richter,Czech Republic,751718674.0
44908,Kamil Kalina,Czech Republic,753045804.0
44909,Richard Sacher,Czech Republic,755428089.0
44910,Václav Fischer,Czech Republic,756317863.0
44911,Božena Viková-Kunětická,Czech Republic,757336278.0
44912,Mikuláš of Hus,Czech Republic,758942647.0
44913,Gertruda Sekaninová-Čakrtová,Czech Republic,759446334.0
44914,Petr Mlsna,Czech Republic,765838180.0
44915,Antonín Cyril Stojan,Czech Republic,768047769.0
44916,František Kubka,Czech Republic,768676716.0
44917,Josef Pfitzner,Czech Republic,773853256.0
44918,Vladimír Franz,Czech Republic,774595725.0
44919,Jan Stocklassa,Czech Republic,776095794.0
44920,Jaroslav Krejčí,Czech Republic,776197284.0
44921,Libuše Benešová,Czech Republic,776338134.0
44922,Daniela Filipiová,Czech Republic,776338195.0
44923,Moses Porges von Portheim,Czech Republic,776487173.0
44924,Jan Kasl,Czech Republic,776508129.0
44925,Jiří Kittner,Czech Republic,776509425.0
44926,Miloslav Vlček,Czech Republic,776513404.0
44927,Ivo Svoboda (politician),Czech Republic,776513552.0
44928,Hana Orgoníková,Czech Republic,776513802.0
44929,Pavel Dostál,Czech Republic,776514175.0
44930,Jiří Lobkowicz,Czech Republic,776751749.0
44931,Bohuslav Kokotek,Czech Republic,777876483.0
44932,Alena Hanáková,Czech Republic,778095433.0
44933,Irena Kočí,Czech Republic,779417455.0
44934,Martin Netolický,Czech Republic,779417738.0
44935,David Rath,Czech Republic,779418369.0
44936,Eva Nováková,Czech Republic,779498276.0
44937,Vojtěch Adam,Czech Republic,779500408.0
44938,Vlastimil Balín,Czech Republic,779500749.0
44939,Jiří Dolejš,Czech Republic,779500957.0
44940,Zuzka Bebarová-Rujbrová,Czech Republic,779501010.0
44941,Marie Stiborová,Czech Republic,779501096.0
44942,Jiří Svoboda (politician),Czech Republic,779501161.0
44943,Miloslava Vostrá,Czech Republic,779501194.0
44944,Jiří Čeřovský,Czech Republic,779501654.0
44945,Jan Korger,Czech Republic,779501783.0
44946,Kateřina Jacques,Czech Republic,779581127.0
44947,Tomáš Chalupa,Czech Republic,779839245.0
44948,Pavel Blažek,Czech Republic,779839319.0
44949,Aleš Řebíček,Czech Republic,779839400.0
44950,Ivan Langer,Czech Republic,779839455.0
44951,Jan Stráský,Czech Republic,779839492.0
44952,Jan Chvojka,Czech Republic,779842639.0
44953,Marie Benešová,Czech Republic,779847262.0
44954,Juraj Chmiel,Czech Republic,779847492.0
44955,Daniela Kovářová,Czech Republic,779847531.0
44956,Rostislav Vondruška,Czech Republic,779847687.0
44957,Martin Štěpánek (actor),Czech Republic,779847799.0
44958,Helena Třeštíková,Czech Republic,779847837.0
44959,Milena Vicenová,Czech Republic,779847883.0
44960,Jaroslav Bašta,Czech Republic,779848743.0
44961,Josef Lux,Czech Republic,779849059.0
44962,Miroslav Macek,Czech Republic,779849258.0
44963,Ladislav Miko,Czech Republic,779849694.0
44964,Džamila Stehlíková,Czech Republic,779849767.0
44965,Jozef Moravčík,Czech Republic,780051829.0
44966,Milan Uhde,Czech Republic,780321961.0
44967,František Pitra,Czech Republic,780534080.0
44968,Oldřich Černík,Czech Republic,780534267.0
44969,Otakar Motejl,Czech Republic,780868492.0
44970,Ludwig Czech,Czech Republic,780887131.0
44971,Rudolf Beran,Czech Republic,780921783.0
44972,Victor Adler,Czech Republic,782058966.0
44973,Emil Beier,Czech Republic,782384016.0
44974,Bruno Kafka,Czech Republic,783065752.0
44975,Lucie Talmanová,Czech Republic,783711789.0
44976,Martin Mejstřík,Czech Republic,783737915.0
44977,Vlastimil Tusar,Czech Republic,784145485.0
44978,Petr Bendl,Czech Republic,784826685.0
44979,Petr Gandalovič,Czech Republic,784826720.0
44980,Tomáš Vandas,Czech Republic,784968648.0
44981,Robert Mayr-Harting,Czech Republic,785085345.0
44982,Karel Havlíček Borovský,Czech Republic,785407597.0
44983,Jan Černý,Czech Republic,786162238.0
44984,Josef Frank (politician),Czech Republic,786399604.0
44985,Philip Kinsky of Wchinitz and Tettau,Czech Republic,786612217.0
44986,Luboš Dobrovský,Czech Republic,787952395.0
44987,Bedřich Moldan,Czech Republic,787952868.0
44988,Martin Palouš,Czech Republic,788015952.0
44989,Hermann Zwierzina,Czech Republic,788121309.0
44990,Eduard Zeman,Czech Republic,788178766.0
44991,Richard Bienert,Czech Republic,788410657.0
44992,Václav Hampl,Czech Republic,789102318.0
44993,Miroslav Grebeníček,Czech Republic,789546047.0
44994,Vlasta Štěpová,Czech Republic,789546066.0
44995,Egon Lánský,Czech Republic,789546079.0
44996,Antonín Prachař,Czech Republic,789546102.0
44997,Milan Horálek,Czech Republic,789546147.0
44998,Antonín Novotný,Czech Republic,790372008.0
44999,Zuzana Brzobohatá,Czech Republic,790608148.0
45000,Alena Palečková,Czech Republic,790608180.0
45001,Zuzana Roithová,Czech Republic,790608186.0
45002,"List of MPs elected in the Czech legislative election, 2017",Czech Republic,790838510.0
45003,Martin Jahn,Czech Republic,791374581.0
45004,Pavel Rychetský,Czech Republic,792417439.0
45005,Gustáv Slamečka,Czech Republic,792476721.0
45006,Edvard Kožušník,Czech Republic,793087579.0
45007,Jan Masaryk,Czech Republic,793642926.0
45008,Jan Koukal,Czech Republic,794146543.0
45009,Pavel Bém,Czech Republic,794995687.0
45010,"List of MPs elected in the Czech legislative election, 2013",Czech Republic,795098385.0
45011,Vít Bárta,Czech Republic,795377941.0
45012,Karl Kautsky,Czech Republic,795807571.0
45013,Karl von Czyhlarz,Czech Republic,795809115.0
45014,Václav Fresl,Czech Republic,796253432.0
45015,Josef Václav Frič,Czech Republic,796403608.0
45016,Tomáš Zdechovský,Czech Republic,796749458.0
45017,Andrea Češková,Czech Republic,796751775.0
45018,Dana Kuchtová,Czech Republic,796752629.0
45019,Rudolf Margolius,Czech Republic,796825099.0
45020,František Ladislav Rieger,Czech Republic,797539957.0
45021,Petr Mach,Czech Republic,797842545.0
45022,Jaroslava Moserová,Czech Republic,798490261.0
45023,Vávra Suk,Czech Republic,798648973.0
45024,Vojtěch Náprstek,Czech Republic,798686948.0
45025,Lubomír Štrougal,Czech Republic,798705619.0
45026,Jan Krejčí,Czech Republic,798796793.0
45027,Radek John,Czech Republic,798944631.0
45028,Jan Jesenius,Czech Republic,799301686.0
45029,Josef Ježek,Czech Republic,800555146.0
45030,Jana Bobošíková,Czech Republic,800754664.0
45031,Franz Anton von Kolowrat-Liebsteinsky,Czech Republic,800883412.0
45032,Viktor Dyk,Czech Republic,800925236.0
45033,Alois Jirásek,Czech Republic,800925518.0
45034,"Alexander von Mensdorff-Pouilly, Prince Dietrichstein von Nicolsburg",Czech Republic,801939668.0
45035,Adriana Krnáčová,Czech Republic,801972898.0
45036,Ondřej Liška,Czech Republic,802013967.0
45037,Marcel Chládek,Czech Republic,802054500.0
45038,Miroslava Kopicová,Czech Republic,802055280.0
45039,Milan Chovanec,Czech Republic,802060218.0
45040,František Bublan,Czech Republic,802060471.0
45041,Jiří Dienstbier Jr.,Czech Republic,802069244.0
45042,Táňa Fischerová,Czech Republic,802360196.0
45043,Václav Jehlička,Czech Republic,802365998.0
45044,Viliam Široký,Czech Republic,802416926.0
45045,Miroslav Lidinský,Czech Republic,802531379.0
45046,Petr Cibulka,Czech Republic,802834939.0
45047,Anna Šabatová,Czech Republic,802875800.0
45048,Adolph Aloys von Braun,Czech Republic,803332354.0
45049,Dana Bérová,Czech Republic,803438779.0
45050,František Palacký,Czech Republic,803658529.0
45051,Miroslav Kostelka,Czech Republic,803709959.0
45052,Martin Barták,Czech Republic,803793256.0
45053,Karolína Peake,Czech Republic,803794383.0
45054,Petr Ježek,Czech Republic,803983301.0
45055,František Udržal,Czech Republic,804093764.0
45056,Václav Havel,Czech Republic,804569724.0
45057,Pavel Fischer,Czech Republic,804582256.0
45058,Eva Tylová,Czech Republic,804591494.0
45059,Dana Jurásková,Czech Republic,804715205.0
45060,Svatopluk Němeček,Czech Republic,804715467.0
45061,Richard Brabec,Czech Republic,804820949.0
45062,Jan Fischer (politician),Czech Republic,804868436.0
45063,Martin Pecina,Czech Republic,804869147.0
45064,Vlasta Parkanová,Czech Republic,804871394.0
45065,Martin Bursík,Czech Republic,804879673.0
45066,Lubomír Zaorálek,Czech Republic,805037426.0
45067,Radola Gajda,Czech Republic,805084705.0
45068,Karel Schwarzenberg,Czech Republic,805176779.0
45069,Vlasta Svobodová,Czech Republic,805179298.0
45070,Ondřej Přikryl,Czech Republic,805352758.0
45071,Milada Horáková,Czech Republic,805439919.0
45072,Martin Holcát,Czech Republic,805824502.0
45073,Alena Dernerová,Czech Republic,805946007.0
45074,Marian Jurečka,Czech Republic,806049453.0
45075,Pavel Bělobrádek,Czech Republic,806085100.0
45076,Dan Ťok,Czech Republic,806231200.0
45077,Jiří Dienstbier,Czech Republic,806490518.0
45078,Rudolf Slánský,Czech Republic,806504904.0
45079,Alexandr Vondra,Czech Republic,806537585.0
45080,Jaroslav Šedivý,Czech Republic,806538241.0
45081,Cyril Svoboda,Czech Republic,806538320.0
45082,Jan Kohout,Czech Republic,806539480.0
45083,Miloš Vystrčil,Czech Republic,806558617.0
45084,Alois Eliáš,Czech Republic,806566913.0
45085,Jan Skopeček (politician),Czech Republic,806569308.0
45086,Miloslav Ludvík,Czech Republic,806586185.0
45087,Martin Kupka,Czech Republic,806636602.0
45088,Matěj Stropnický,Czech Republic,806650264.0
45089,Petr Šimerka,Czech Republic,806669645.0
45090,Jaromír Drábek,Czech Republic,806669709.0
45091,Ludmila Müllerová,Czech Republic,806669752.0
45092,Jan Veleba (politician),Czech Republic,806672899.0
45093,František Ringo Čech,Czech Republic,806673245.0
45094,Michaela Marksová,Czech Republic,806673585.0
45095,Robert Pelikán,Czech Republic,806708361.0
45096,Karla Šlechtová,Czech Republic,806708532.0
45097,Stanislav Gross,Czech Republic,806720477.0
45098,Martin Stropnický,Czech Republic,806729653.0
45099,Leoš Heger,Czech Republic,806751902.0
45100,Bohuslav Svoboda,Czech Republic,806850638.0
45101,Miroslava Němcová,Czech Republic,806876791.0
45102,Zbyněk Stanjura,Czech Republic,806900987.0
45103,Drahomíra Miklošová,Czech Republic,806988445.0
45104,Václav Klaus Jr.,Czech Republic,806991412.0
45105,Dominik Feri,Czech Republic,807058182.0
45106,Alexandra Udženija,Czech Republic,807102237.0
45107,Ivan Pilný,Czech Republic,807333095.0
45108,Marta Semelová,Czech Republic,807334610.0
45109,Daniel Herman,Czech Republic,807334657.0
45110,Jan Hamáček,Czech Republic,807353609.0
45111,Michal Horáček,Czech Republic,807358143.0
45112,Václav Klaus,Czech Republic,807382193.0
45113,Martin Kuba,Czech Republic,807394304.0
45114,Martin Říman,Czech Republic,807394725.0
45115,Kateřina Valachová,Czech Republic,807399097.0
45116,Vladimír Tošovský,Czech Republic,807415625.0
45117,Pavel Svoboda,Czech Republic,807416099.0
45118,Petr Fiala,Czech Republic,807420515.0
45119,Vladimír Špidla,Czech Republic,807462107.0
45120,Timoteo Menéndez,Salvadoran,566504165.0
45121,Joaquín Escolán y Balibrera,Salvadoran,679294949.0
45122,Fermín Palacios,Salvadoran,705353491.0
45123,Eugenio Aguilar,Salvadoran,705353565.0
45124,Tomás Medina,Salvadoran,705353584.0
45125,Ramón Rodríguez (Salvadoran politician),Salvadoran,705353647.0
45126,Vicente Gómez,Salvadoran,705353678.0
45127,Lorenzo Zepeda,Salvadoran,705353843.0
45128,José María Peralta,Salvadoran,705353896.0
45129,Francisco Menéndez,Salvadoran,705353975.0
45130,Pedro José Escalón,Salvadoran,705354095.0
45131,Fernando Figueroa,Salvadoran,705354112.0
45132,Carlos Meléndez (politician),Salvadoran,705354212.0
45133,Fabio Castillo Figueroa,Salvadoran,705385310.0
45134,Ricardo Montenegro,Salvadoran,706769596.0
45135,Rafael Campo,Salvadoran,707399758.0
45136,Miguel Santín del Castillo,Salvadoran,707400213.0
45137,Osmín Aguirre y Salinas,Salvadoran,707403482.0
45138,Eusebio Rodolfo Cordón Cea,Salvadoran,707404888.0
45139,Juan José Guzmán,Salvadoran,707519272.0
45140,Juan José Cañas,Salvadoran,708089470.0
45141,José Gregorio Salazar,Salvadoran,710543364.0
45142,Diego Vigil Cocaña,Salvadoran,710555824.0
45143,Nicolás Espinoza,Salvadoran,710578840.0
45144,Pedro Barriere,Salvadoran,710677703.0
45145,Joaquín de San Martín,Salvadoran,710828020.0
45146,José Félix Quirós,Salvadoran,714256648.0
45147,Edgardo Carlos Suárez Mallagray,Salvadoran,717903674.0
45148,Aníbal Portillo,Salvadoran,720419598.0
45149,José Francisco Valiente,Salvadoran,720478176.0
45150,Diego de Holguín,Salvadoran,720623176.0
45151,Sigfrido Reyes Morales,Salvadoran,720633452.0
45152,Manuel Enrique Araujo,Salvadoran,723277343.0
45153,Joaquín Eufrasio Guzmán,Salvadoran,730854147.0
45154,Francisco Malespín,Salvadoran,730864227.0
45155,Rodrigo Ávila,Salvadoran,733791467.0
45156,Mario Aguiñada Carranza,Salvadoran,736491718.0
45157,David Rodríguez Rivera,Salvadoran,738362225.0
45158,Carlos Ezeta,Salvadoran,741190933.0
45159,Andrés Ignacio Menéndez,Salvadoran,742279612.0
45160,Gerardo Barrios,Salvadoran,743252984.0
45161,Rubén Zamora,Salvadoran,748418081.0
45162,Antonio José Cañas,Salvadoran,749973666.0
45163,José Atilio Benítez Parada,Salvadoran,749976455.0
45164,Violeta Menjívar,Salvadoran,757618572.0
45165,Santiago González (politician),Salvadoran,757977772.0
45166,Rosa Amelia Guzmán,Salvadoran,758287489.0
45167,Gloria Salguero Gross,Salvadoran,758288293.0
45168,David Joaquín Guzmán,Salvadoran,765528693.0
45169,Francisco Gómez (El Salvador President),Salvadoran,766757526.0
45170,Francisco Dueñas,Salvadoran,769575358.0
45171,Rafael Zaldívar,Salvadoran,770682721.0
45172,Óscar Ortiz (El Salvador),Salvadoran,774857245.0
45173,José Damián Villacorta,Salvadoran,777601256.0
45174,José Escolástico Marín,Salvadoran,777602660.0
45175,José María Cornejo,Salvadoran,777612972.0
45176,José María Peralta Lagos,Salvadoran,777613551.0
45177,José María San Martín,Salvadoran,777613737.0
45178,José María Silva,Salvadoran,777613786.0
45179,Juan Manuel Rodríguez,Salvadoran,777685186.0
45180,Juan Vicente Villacorta Díaz,Salvadoran,777698313.0
45181,Juan José Daboub,Salvadoran,778564487.0
45182,José Arturo Vásquez Machado,Salvadoran,779894617.0
45183,Andrés del Valle,Salvadoran,779931580.0
45184,Lilian Mercedes Letona,Salvadoran,780552804.0
45185,Carlos Quintanilla Schmidt,Salvadoran,780701356.0
45186,Enrique Álvarez Córdova,Salvadoran,781102914.0
45187,Arturo Araujo,Salvadoran,782520448.0
45188,Rubén Alonso Rosales,Salvadoran,782652818.0
45189,Mariano Prado,Salvadoran,783472679.0
45190,Pío Romero Bosque,Salvadoran,784506431.0
45191,Alfonso Quiñónez Molina,Salvadoran,785229840.0
45192,Jorge Meléndez,Salvadoran,786063735.0
45193,Carmen Elena Figueroa,Salvadoran,786068145.0
45194,Felipe Codallos,Salvadoran,786492357.0
45195,Tomás Regalado (Salvadoran politician),Salvadoran,786492366.0
45196,Doroteo Vasconcelos,Salvadoran,788264133.0
45197,Alfredo Cristiani,Salvadoran,788447923.0
45198,Óscar Osorio,Salvadoran,791821555.0
45199,Lourdes Rodríguez de Flores,Salvadoran,791907279.0
45200,Álvaro Magaña,Salvadoran,791907345.0
45201,Salvador Castaneda Castro,Salvadoran,791911972.0
45202,Julio Adalberto Rivera Carballo,Salvadoran,792385744.0
45203,Carlos Salazar Castro,Salvadoran,793184472.0
45204,Maximiliano Hernández Martínez,Salvadoran,793642670.0
45205,Reynaldo Galindo Pohl,Salvadoran,794052085.0
45206,Ciro Cruz Zepeda,Salvadoran,794459622.0
45207,Ana Ligia Mixco Sol de Saca,Salvadoran,794561394.0
45208,Carlos Humberto Romero,Salvadoran,794988963.0
45209,Ana María,Salvadoran,795573859.0
45210,Arturo Armando Molina,Salvadoran,796131598.0
45211,Carlos Eugenio Vides Casanova,Salvadoran,797151261.0
45212,Miguel Álvarez Castro,Salvadoran,798306895.0
45213,José Guillermo García,Salvadoran,798460321.0
45214,Marisol Argueta de Barillas,Salvadoran,798896224.0
45215,René Emilio Ponce,Salvadoran,799918049.0
45216,Guillermo Ungo,Salvadoran,800478736.0
45217,Antonio Saca,Salvadoran,802075785.0
45218,Hugo Lindo,Salvadoran,802944082.0
45219,Schafik Handal,Salvadoran,803674894.0
45220,Ana Vilma de Escobar,Salvadoran,803927035.0
45221,Juan Lindo,Salvadoran,804134156.0
45222,Mauricio Funes,Salvadoran,804528819.0
45223,Vice President of El Salvador,Salvadoran,804538892.0
45224,Francisco Flores Pérez,Salvadoran,804606321.0
45225,José Napoleón Duarte,Salvadoran,804809409.0
45226,Armando Calderón Sol,Salvadoran,804991452.0
45227,Fidel Sánchez Hernández,Salvadoran,805353238.0
45228,Rafael Antonio Gutiérrez,Salvadoran,805474907.0
45229,Irma Dimas,Salvadoran,806010405.0
45230,Manuel José Arce,Salvadoran,806057984.0
45231,President of El Salvador,Salvadoran,806101149.0
45232,José Matías Delgado,Salvadoran,806731535.0
45233,Vanda Pignato,Salvadoran,806958982.0
45234,José María Lemus,Salvadoran,807175924.0
45235,Salvador Sánchez Cerén,Salvadoran,807210786.0
45236,Gervas Clay,Rhodesian,574571582.0
45237,Harry Davies (politician),Rhodesian,669387487.0
45238,William Fairbridge,Rhodesian,682576258.0
45239,Washington Malianga,Rhodesian,711506001.0
45240,Ronald Snapper,Rhodesian,712233907.0
45241,Gerald B. Clarke,Rhodesian,747497059.0
45242,Francis Chaplin,Rhodesian,763530115.0
45243,Roger Hawkins (politician),Rhodesian,763533706.0
45244,George Mitchell (Rhodesia),Rhodesian,763540238.0
45245,John Landau,Rhodesian,763870152.0
45246,Byron Hove,Rhodesian,763951988.0
45247,Hilary Squires,Rhodesian,766847256.0
45248,Cecil Dennistoun Burney,Rhodesian,774837666.0
45249,Mark Partridge,Rhodesian,780260926.0
45250,Prime Minister of Rhodesia,Rhodesian,782602484.0
45251,Leo Cardwell Ross,Rhodesian,783150296.0
45252,Josiah Gondo,Rhodesian,783150589.0
45253,Dunduzu Chisiza,Rhodesian,783301534.0
45254,Allan Ross Welsh,Rhodesian,784562559.0
45255,John Moore Caldicott,Rhodesian,784757829.0
45256,John Ralph Beaumont,Rhodesian,784758963.0
45257,Leonard Ray Morgan,Rhodesian,784769027.0
45258,Raleigh Grey,Rhodesian,784826325.0
45259,Robert Clarkson Tredgold,Rhodesian,784830601.0
45260,Robert James Hudson,Rhodesian,784831407.0
45261,William Harper (Rhodesian politician),Rhodesian,784870217.0
45262,Rowan Cronjé,Rhodesian,784974615.0
45263,Edgar Whitehead,Rhodesian,786601705.0
45264,Henry Hamilton Beamish,Rhodesian,786659504.0
45265,Lionel Cripps,Rhodesian,787105083.0
45266,A. R. Colquhoun,Rhodesian,787147677.0
45267,John McChlery,Rhodesian,787854502.0
45268,Jeremiah Chirau,Rhodesian,789545107.0
45269,Winston Field,Rhodesian,789689591.0
45270,Howard Unwin Moffat,Rhodesian,790010191.0
45271,Ken Flower,Rhodesian,794528943.0
45272,Andrew Skeen (Rhodesia),Rhodesian,795348776.0
45273,Hugh Beadle,Rhodesian,795369277.0
45274,Hugh Marshall Hole,Rhodesian,795483112.0
45275,Roy Welensky,Rhodesian,797314307.0
45276,Abel Muzorewa,Rhodesian,797407618.0
45277,Signatories of Rhodesia's Unilateral Declaration of Independence,Rhodesian,797546082.0
45278,Jack Howman,Rhodesian,798384751.0
45279,Ethel Tawse Jollie,Rhodesian,798492985.0
45280,Alan David Butler,Rhodesian,799332728.0
45281,Jack William Pithey,Rhodesian,799548505.0
45282,President of Rhodesia,Rhodesian,799548556.0
45283,Denis Walker,Rhodesian,799608339.0
45284,James Cowden,Rhodesian,800407772.0
45285,Herbert Chitepo,Rhodesian,800416336.0
45286,Thomas Nangle,Rhodesian,800479460.0
45287,Timothy Stamps,Rhodesian,800986051.0
45288,Sam Levy,Rhodesian,801716406.0
45289,Humphrey Gibbs,Rhodesian,801718040.0
45290,P. K. van der Byl,Rhodesian,801795215.0
45291,Clifford Dupont,Rhodesian,801876681.0
45292,Lance Smith (politician),Rhodesian,802151785.0
45293,Desmond Lardner-Burke,Rhodesian,802930161.0
45294,John Bredenkamp,Rhodesian,803620246.0
45295,Frank Rhodes (British Army officer),Rhodesian,804040348.0
45296,Ernest Lucas Guest,Rhodesian,804101492.0
45297,Godfrey Chidyausiku,Rhodesian,804650400.0
45298,Richard Hope Hall,Rhodesian,804743937.0
45299,Crosaire,Rhodesian,804806363.0
45300,Gaston Thornicroft,Rhodesian,804877226.0
45301,"James Graham, 7th Duke of Montrose",Rhodesian,805372073.0
45302,Ahrn Palley,Rhodesian,805960143.0
45303,Allan Savory,Rhodesian,806153816.0
45304,Ian Smith,Rhodesian,806532780.0
45305,Garfield Todd,Rhodesian,807097467.0
45306,Douglas Hamilton Ritchie,Rhodesian,807159903.0
45307,Godfrey Huggins,Rhodesian,807160082.0
45308,George Hackwill,Rhodesian,807283218.0
45309,Henry Everard,Rhodesian,807425613.0
45310,John Wrathall,Rhodesian,807425747.0
45311,Mavua Mudima,"Congo, Dem. Rep. of",592289232.0
45312,List of provincial governors of the Democratic Republic of the Congo,"Congo, Dem. Rep. of",663088604.0
45313,Eugène Diomi Ndongala Nzomambu,"Congo, Dem. Rep. of",705390654.0
45314,Théophile Mbemba Fundu,"Congo, Dem. Rep. of",705707214.0
45315,Ntumba Luaba,"Congo, Dem. Rep. of",705723187.0
45316,Myra Ndjoku Manianga,"Congo, Dem. Rep. of",705723441.0
45317,André-Philippe Futa,"Congo, Dem. Rep. of",708009445.0
45318,Gérard Gifuza,"Congo, Dem. Rep. of",708358969.0
45319,Koloso Sumaili,"Congo, Dem. Rep. of",708359204.0
45320,Célestin Cibalonza Byaterana,"Congo, Dem. Rep. of",713195149.0
45321,Emmanuel Leku Apuobo,"Congo, Dem. Rep. of",713198718.0
45322,Kisula Ngoy,"Congo, Dem. Rep. of",713583472.0
45323,Jean Collins Musonda Kalusambo,"Congo, Dem. Rep. of",714150941.0
45324,Denis Kalume Numbi,"Congo, Dem. Rep. of",714220527.0
45325,Delphin Kyubwa,"Congo, Dem. Rep. of",718961623.0
45326,Sylvain Ngabu Chumbu,"Congo, Dem. Rep. of",720858135.0
45327,José Endundo Bononge,"Congo, Dem. Rep. of",721206007.0
45328,Richard Muyej Mangez,"Congo, Dem. Rep. of",723913158.0
45329,Sébastien Impeto Pengo,"Congo, Dem. Rep. of",725141090.0
45330,Clovis Kabongo Malemba,"Congo, Dem. Rep. of",733051797.0
