,page,country,rev_id
46243,Modesto Rodas Alvarado,Hondura,789599369.0
46244,Erick Mauricio Rodríguez,Hondura,789599374.0
46245,Víctor Rolando Sabillón,Hondura,789599381.0
46246,Dennis Antonio Sánchez,Hondura,789599388.0
46247,Elman Joel Sandoval,Hondura,789599393.0
46248,Mario Edgardo Segura,Hondura,789599398.0
46249,Perla Simons,Hondura,789599401.0
46250,Felipe Zúniga del Cid,Hondura,789599406.0
46251,Juan Francisco Argeñal,Hondura,789599415.0
46252,Nasry Asfura,Hondura,789599418.0
46253,Yaudet Burbara,Hondura,789599427.0
46254,Oscar Orlando Burgos,Hondura,789599429.0
46255,Wilfredo Bustillo Castellanos,Hondura,789599434.0
46256,Victoria Carrasco,Hondura,789599444.0
46257,Gladys Bernarda Casco,Hondura,789599449.0
46258,Rigoberto Chang Castillo,Hondura,789599455.0
46259,María Teresa Chávez,Hondura,789599463.0
46260,Alberto Chedrani,Hondura,789599476.0
46261,Celín Discua,Hondura,789599485.0
46262,Martha Concepción Figueroa,Hondura,789599488.0
46263,Brenda Mercedes Flores,Hondura,789599496.0
46264,Julio César Gámez Interiano,Hondura,789599506.0
46265,Roberto Gámez Panchamé,Hondura,789599509.0
46266,Miguel Ángel Gámez,Hondura,789599513.0
46267,Lorena Enriqueta Herrera,Hondura,789599522.0
46268,Rodolfo Irias Navas,Hondura,789599528.0
46269,Abraham Kafati Díaz,Hondura,789599532.0
46270,Juan Fernando Lobo,Hondura,789599542.0
46271,Miguel Edgardo Martínez,Hondura,789599547.0
46272,Eliseo Noel Mejía,Hondura,789599561.0
46273,Oscar Ramón Nájera,Hondura,789599562.0
46274,Claudio Roberto Perdomo,Hondura,789599568.0
46275,Mario Alonso Pérez López,Hondura,789599570.0
46276,Milton Jesús Puerto,Hondura,789599575.0
46277,Oswaldo Ramos Soto,Hondura,789599581.0
46278,Donaldo Ernesto Reyes,Hondura,789599586.0
46279,Antonio Rivera Callejas,Hondura,789599589.0
46280,José Juan Rivera Ramos,Hondura,789599594.0
46281,Salvador Valeriano Pineda,Hondura,789599607.0
46282,Welsy Vásquez,Hondura,789599609.0
46283,José Rodolfo Zelaya,Hondura,789599615.0
46284,Yessenia Coely Zelaya,Hondura,789599618.0
46285,Adela Elizabeth Zúñiga,Hondura,789599620.0
46286,Ramón Villeda Bermúdez,Hondura,789600726.0
46287,Jorge Aguilar Paredes,Hondura,789600760.0
46288,Andrés Pavón,Hondura,789600953.0
46289,Marvin Ponce,Hondura,789600975.0
46290,Jorge Elvir,Hondura,789601015.0
46291,Rodolfo Padilla Sunseri,Hondura,789601536.0
46292,Mireya Agüero,Hondura,790412309.0
46293,María Dolores Agüero,Hondura,790412332.0
46294,Rosa Elena Bonilla,Hondura,791906998.0
46295,Xiomara Castro,Hondura,791907048.0
46296,Eduardo Gauggel Medina,Hondura,792070727.0
46297,Carlos Escaleras,Hondura,793178396.0
46298,Carlos Gabriel Kattán,Hondura,793179072.0
46299,Carlos Ramón Aguilar Guifarro,Hondura,793183704.0
46300,José Alfredo Saavedra,Hondura,794482135.0
46301,César Ham,Hondura,795765167.0
46302,Mario Fernando Hernández,Hondura,796180350.0
46303,Eduardo Gauggel Rivas,Hondura,796291215.0
46304,Bernard Martínez Valerio,Hondura,796597000.0
46305,Felicito Ávila,Hondura,796635107.0
46306,Patricia Rodas,Hondura,796709335.0
46307,Carlos Humberto Reyes,Hondura,797385790.0
46308,Carlos López Contreras,Hondura,797499354.0
46309,Sadia Argueta,Hondura,797677168.0
46310,Margarita Dabdoub Sikaffi,Hondura,797684912.0
46311,José Tomás Ponce,Hondura,798394355.0
46312,Mary Elizabeth Flores,Hondura,798401950.0
46313,José Cecilio del Valle,Hondura,798460200.0
46314,David Romero Ellner,Hondura,799220342.0
46315,Norma Haydee Calderón,Hondura,799300330.0
46316,Olman Danery Maldonado,Hondura,799341541.0
46317,Silvia Ayala,Hondura,800166969.0
46318,Ricardo Álvarez Arias,Hondura,800643446.0
46319,Efraín Bu Girón,Hondura,801194944.0
46320,Walter Antonio Chávez,Hondura,801414837.0
46321,Elvia Josefina Amador,Hondura,801499755.0
46322,Marlon Tábora Muñoz,Hondura,802009929.0
46323,Marco Aurelio Soto,Hondura,802955117.0
46324,Arnoldo José Avilés García,Hondura,803808871.0
46325,Coronado Chávez,Hondura,803835401.0
46326,Florencio Xatruch,Hondura,803835755.0
46327,Ramón Villeda Morales,Hondura,803836305.0
46328,Roberto Suazo Córdova,Hondura,803836472.0
46329,Rafael Leonardo Callejas Romero,Hondura,803836551.0
46330,Vicente Mejía Colindres,Hondura,804127803.0
46331,Miguel Paz Barahona,Hondura,804127877.0
46332,Rafael López Gutiérrez,Hondura,804128734.0
46333,Francisco Bertrand,Hondura,804129698.0
46334,Miguel R. Dávila,Hondura,804130200.0
46335,Manuel Bonilla,Hondura,804130440.0
46336,Terencio Sierra,Hondura,804131272.0
46337,Policarpo Bonilla,Hondura,804131604.0
46338,Ponciano Leiva,Hondura,804131948.0
46339,José María Medina,Hondura,804133123.0
46340,José Santos Guardiola,Hondura,804133555.0
46341,José Lino Matute,Hondura,804138803.0
46342,José Santiago Bueso,Hondura,804139010.0
46343,Francisco de Aguilar (politician),Hondura,804139208.0
46344,José Francisco Montes,Hondura,804139258.0
46345,Victoriano Castellanos,Hondura,804139730.0
46346,Francisco Inestroza,Hondura,804139800.0
46347,Francisco Cruz Castro,Hondura,804139868.0
46348,Marcelino Mejía,Hondura,804140099.0
46349,Crescencio Gómez,Hondura,804140159.0
46350,Miguel Oquelí Bustillo,Hondura,804140314.0
46351,Francisco Bueso,Hondura,804140447.0
46352,Gabriela Nuñez,Hondura,804587565.0
46353,Augusto Coello,Hondura,805055004.0
46354,George Romeo Silvestri,Hondura,805248828.0
46355,Salvador Nasralla,Hondura,805625721.0
46356,Edmundo Orellana,Hondura,805984131.0
46357,Rafael Pineda Ponce,Hondura,806178799.0
46358,Selvin Laínez,Hondura,806796619.0
46359,Ana Julia García,Hondura,806875293.0
46360,Francisco Ferrera,Hondura,806948506.0
46361,Juan Ángel Arias Boquín,Hondura,807445333.0
46362,Francisco Zelaya y Ayes,Hondura,807445395.0
46363,Vicente Flores,Incan,706771757.0
46364,María Sumire,Incan,783850857.0
46365,Túpac Amaru,Incan,801587917.0
46366,Pachacuti,Incan,803601556.0
46367,Túpac Katari,Incan,804527512.0
46368,Hilaria Supa,Incan,805475200.0
46369,Túpac Amaru II,Incan,806761543.0
46370,Khozh-Ahmed Noukhayev,Chechen,707217873.0
46371,Alibek Delimkhanov,Chechen,762868684.0
46372,Beibulat Taimiev,Chechen,765616552.0
46373,Isa Gendergenoevsky,Chechen,772274868.0
46374,Ibragim Khultygov,Chechen,782430810.0
46375,Movladi Udugov,Chechen,783907075.0
46376,Doku Zavgayev,Chechen,784167327.0
46377,Head of the Chechen Republic,Chechen,786231010.0
46378,Mairbek Sheripov,Chechen,787163671.0
46379,Alu Alkhanov,Chechen,789327678.0
46380,Adam Delimkhanov,Chechen,789328171.0
46381,Aslambek Aslakhanov,Chechen,789949907.0
46382,Ruslan Khasbulatov,Chechen,791803238.0
46383,Sergey Abramov (politician),Chechen,794171049.0
46384,Malik Saidullaev,Chechen,794893770.0
46385,Akhmed Zakayev,Chechen,797214106.0
46386,Sheikh Mansur,Chechen,797258871.0
46387,Ali Mitayev,Chechen,798580067.0
46388,Turpal-Ali Atgeriyev,Chechen,801036587.0
46389,Akhmad Kadyrov,Chechen,802665757.0
46390,Dzhokhar Dudayev,Chechen,802950350.0
46391,Ilyas Akhmadov,Chechen,803177211.0
46392,Ruslan Gelayev,Chechen,803469952.0
46393,President of Ichkeria,Chechen,804275742.0
46394,Said-Khasanom Abumuslimov,Chechen,804276832.0
46395,Vakha Arsanov,Chechen,804276940.0
46396,Shamil Basayev,Chechen,804277603.0
46397,Supyan Abdullayev,Chechen,804277842.0
46398,Zelimkhan Yandarbiyev,Chechen,804279009.0
46399,Aslan Maskhadov,Chechen,804279119.0
46400,Abdul-Halim Sadulayev,Chechen,804279165.0
46401,Dokka Umarov,Chechen,804279341.0
46402,Tapa Tchermoeff,Chechen,804557776.0
46403,Umar Dzhabrailov,Chechen,805794113.0
46404,Ramzan Kadyrov,Chechen,805869321.0
46405,Idris Gaibov,Chechen,807180397.0
46406,Ruslan Alikhadzhiyev,Chechen,807354708.0
46407,Ruslan Yamadayev,Chechen,807454176.0
46408,Terry Le Main,Jersey,708727189.0
46409,Paul Routier,Jersey,708727221.0
46410,Mike Vibert,Jersey,708766654.0
46411,Sean Power (Jersey),Jersey,710334019.0
46412,Leonard Norman,Jersey,710503170.0
46413,Ben Shenton,Jersey,717911161.0
46414,Robert Le Masurier,Jersey,720430005.0
46415,Kevin C. Lewis,Jersey,722988899.0
46416,Rob Duhamel,Jersey,724891592.0
46417,Patrick J. D. Ryan,Jersey,725737326.0
46418,Philippe de Carteret II,Jersey,737014330.0
46419,Connétable (Jersey and Guernsey),Jersey,740998059.0
46420,Alan J. H. Maclean,Jersey,742413962.0
46421,Michel Couriard,Jersey,745348113.0
46422,Guy de Faye,Jersey,754330569.0
46423,Vernon Tomes,Jersey,766480006.0
46424,Philip Bailhache,Jersey,773230341.0
46425,Jean Poingdestre,Jersey,773316732.0
46426,Peter Hanning,Jersey,774568909.0
46427,Dean of Jersey,Jersey,784051930.0
46428,"Alexander Coutanche, Baron Coutanche",Jersey,784462137.0
46429,Terry Le Sueur,Jersey,784849252.0
46430,Don Filleul,Jersey,786175308.0
46431,Augustus Asplet Le Gros,Jersey,787012860.0
46432,Philippe Langlois,Jersey,787046159.0
46433,Sarah Craig Ferguson,Jersey,787955357.0
46434,Wendy Kinnard,Jersey,787955613.0
46435,Iris Le Feuvre,Jersey,787956265.0
46436,Judy Martin (politician),Jersey,787956300.0
46437,Kristina Moore,Jersey,787956364.0
46438,Susan Pinel,Jersey,787956392.0
46439,Shona Pitman,Jersey,787956492.0
46440,Anne Pryke,Jersey,787956513.0
46441,Corrie Stein,Jersey,787956597.0
46442,Tracey Vallois,Jersey,787957954.0
46443,"Sir Philip Carteret, 1st Baronet",Jersey,789753704.0
46444,"Sir Philip Carteret, 2nd Baronet",Jersey,789753711.0
46445,"Henry Carteret, 1st Baron Carteret",Jersey,790484914.0
46446,Frank Walker (Jersey politician),Jersey,792567273.0
46447,Carolyn Labey,Jersey,793221391.0
46448,Cecil Stanley Harrison,Jersey,793405839.0
46449,List of Bailiffs of Jersey,Jersey,795069319.0
46450,John Le Couteur,Jersey,795676915.0
46451,Jim Perchard,Jersey,796095584.0
46452,Bryan Ian Le Marquand,Jersey,796170389.0
46453,Andrew Green (Jersey politician),Jersey,797693636.0
46454,Geraint Jennings,Jersey,797746493.0
46455,Ian Gorst,Jersey,798244483.0
46456,George Carteret,Jersey,799514955.0
46457,Stuart Syvret,Jersey,800714278.0
46458,Edward Trevor (Jersey),Jersey,801172575.0
46459,Philip Ozouf Jr,Jersey,801284949.0
46460,Peter Crill,Jersey,802532217.0
46461,"John Carteret, 2nd Earl Granville",Jersey,802912550.0
46462,Darius J. Pearce,Jersey,803416400.0
46463,Alan Simon Crowcroft,Jersey,804372746.0
46464,William Bailhache,Jersey,805135198.0
46465,Michael Birt (barrister),Jersey,805136001.0
46466,Frank Ereaut,Jersey,805136113.0
46467,Robert Pipon Marett,Jersey,805136184.0
46468,Freddie Cohen,Jersey,805499715.0
46469,Mike Torode,Guernsey,710546915.0
46470,Laurie Morgan,Guernsey,719122168.0
46471,Peter Harwood,Guernsey,722295712.0
46472,Martin Storey (politician),Guernsey,722806951.0
46473,William Carey (Bailiff of Guernsey),Guernsey,725970969.0
46474,David Jones (Guernsey politician),Guernsey,729428763.0
46475,Lyndon Trott,Guernsey,742737553.0
46476,Jonathan Le Tocq,Guernsey,742872067.0
46477,Graham Dorey,Guernsey,742872751.0
46478,De Vic Carey,Guernsey,748457839.0
46479,Bailiff of Guernsey,Guernsey,762910285.0
46480,Ambrose Sherwill,Guernsey,768625520.0
46481,Geoffrey Rowland,Guernsey,784691815.0
46482,List of Bailiffs of Guernsey,Guernsey,784770354.0
46483,Diane Lewis (Guernsey legislator),Guernsey,787954113.0
46484,Wendy Morgan (politician),Guernsey,787954138.0
46485,Peter de Havilland,Guernsey,788446515.0
46486,Gavin St Pier,Guernsey,789938377.0
46487,Francis Weston,Guernsey,791169532.0
46488,Richard Collas,Guernsey,792424069.0
46489,Victor Carey,Guernsey,793355768.0
46490,Daniel de Lisle Brock,Guernsey,798315235.0
46491,Richard Weston (treasurer),Guernsey,802409654.0
46492,Havilland de Sausmarez,Guernsey,804532628.0
46493,Edmund Andros,Guernsey,805755298.0
46494,Joseph Lambert Eustace,Saint Vincent and the Grenadines,716335437.0
46495,Duvalle,Saint Vincent and the Grenadines,725462724.0
46496,Charles Antrobus,Saint Vincent and the Grenadines,739296460.0
46497,David Emmanuel Jack,Saint Vincent and the Grenadines,745928420.0
46498,Sydney Gun-Munro,Saint Vincent and the Grenadines,762906552.0
46499,Frederick Ballantyne,Saint Vincent and the Grenadines,770827509.0
46500,Terrance Ollivierre,Saint Vincent and the Grenadines,770829069.0
46501,Milton Cato,Saint Vincent and the Grenadines,771015590.0
46502,Henry Harvey Williams,Saint Vincent and the Grenadines,784724223.0
46503,Monica Dacon,Saint Vincent and the Grenadines,784784479.0
46504,Camillo Gonsalves,Saint Vincent and the Grenadines,787976333.0
46505,Alphonso Theodore Roberts,Saint Vincent and the Grenadines,788672768.0
46506,Arnhim Eustace,Saint Vincent and the Grenadines,789761357.0
46507,Joseph Chatoyer,Saint Vincent and the Grenadines,795283194.0
46508,Louis Straker,Saint Vincent and the Grenadines,795343481.0
46509,List of Prime Ministers of Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,797760926.0
46510,Ebenezer Joshua,Saint Vincent and the Grenadines,798864996.0
46511,James Fitz-Allen Mitchell,Saint Vincent and the Grenadines,800257111.0
46512,Inga Rhonda King,Saint Vincent and the Grenadines,800881284.0
46513,Governor-General of Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,801288101.0
46514,Ralph Gonsalves,Saint Vincent and the Grenadines,804164057.0
46515,Stanislav Kochiev,South Ossetian,717215546.0
46516,Valeriy Hubulov,South Ossetian,717241760.0
46517,Rostislav Khugayev,South Ossetian,721687759.0
46518,Boris Chochiev,South Ossetian,748071193.0
46519,Yury Morozov,South Ossetian,749962491.0
46520,Aleksandr Shavlokhov,South Ossetian,760473086.0
46521,Merab Chigoev,South Ossetian,760473130.0
46522,Gerasim Khugayev,South Ossetian,760473192.0
46523,Igor Sanakoyev,South Ossetian,760473237.0
46524,Zurab Kokoyev,South Ossetian,760473273.0
46525,Lyudvig Chibirov,South Ossetian,766130279.0
46526,Aslanbek Bulatsev,South Ossetian,789950396.0
46527,President of South Ossetia,South Ossetian,795669553.0
46528,Prime Minister of South Ossetia,South Ossetian,797825875.0
46529,Leonid Tibilov,South Ossetian,799335775.0
46530,Eduard Kokoity,South Ossetian,801087048.0
46531,Dmitry Sanakoyev,South Ossetian,801560549.0
46532,Vadim Brovtsev,South Ossetian,802882186.0
46533,Tou Travel Ariki,Cook Island,717545630.0
46534,Piho Rua,Cook Island,717593716.0
46535,Robert Woonton,Cook Island,717897925.0
46536,Ngereteina Puna,Cook Island,719186872.0
46537,List of Presidents of the House of Ariki,Cook Island,728378933.0
46538,Tangaroa Tangaroa,Cook Island,737975585.0
46539,Speaker of the Cook Islands Parliament,Cook Island,755442454.0
46540,Maria Heather,Cook Island,757064438.0
46541,Tetangi Matapo,Cook Island,757064793.0
46542,Selina Napa,Cook Island,757064845.0
46543,Dorice Reid,Cook Island,757065079.0
46544,Ngai Tupa,Cook Island,757065152.0
46545,Cassey Eggelton,Cook Island,757540405.0
46546,Norman George,Cook Island,763769083.0
46547,John Tangi,Cook Island,763769086.0
46548,Vai Peua,Cook Island,763769088.0
46549,Teariki Heather,Cook Island,763769233.0
46550,George Angene,Cook Island,763769688.0
46551,Albert (Peto) Nicholas,Cook Island,763770488.0
46552,Tupou Faireka,Cook Island,763774025.0
46553,Mark Brown (Cook Islands),Cook Island,763774066.0
46554,Nandi Glassie,Cook Island,763774069.0
46555,Apii Piho,Cook Island,763775030.0
46556,Winton Pickering,Cook Island,763775034.0
46557,Albert Nicholas (Cook Islands),Cook Island,763775035.0
46558,Vincent Ingram,Cook Island,763775867.0
46559,Terepai Maoate Jnr,Cook Island,763775893.0
46560,Toanui Isamaela,Cook Island,763776103.0
46561,Tangata Vavia,Cook Island,763776191.0
46562,Taunga Toka,Cook Island,763776193.0
46563,Teremoana Tapi Taio,Cook Island,763776229.0
46564,Tepure Tapaitau,Cook Island,763776231.0
46565,Mapu Taia,Cook Island,763776235.0
46566,Pupuke Robati,Cook Island,763776270.0
46567,Wilkie Rasmussen,Cook Island,763776271.0
46568,Tai Tura,Cook Island,763776737.0
46569,Tekii Lazaro,Cook Island,763776768.0
46570,Kura Strickland,Cook Island,763776806.0
46571,Mii Parima,Cook Island,763776808.0
46572,Joe Williams (Cook Islands politician),Cook Island,763776856.0
46573,Kiriau Turepu,Cook Island,763776860.0
46574,Inatio Akaruru,Cook Island,766806728.0
46575,Terepai Maoate,Cook Island,767048874.0
46576,Deputy Prime Minister of the Cook Islands,Cook Island,767048881.0
46577,Atatoa Herman,Cook Island,767994335.0
46578,Kete Ioane,Cook Island,778717694.0
46579,Tom Davis (Cook Islands politician),Cook Island,778763952.0
46580,Niki Rattle,Cook Island,778789714.0
46581,Frederick Tutu Goodwin,Cook Island,784686871.0
46582,Ngamau Munokoa,Cook Island,784786128.0
46583,Henry Puna,Cook Island,786648340.0
46584,Moana Ioane,Cook Island,787050138.0
46585,Marguerite Story,Cook Island,787227714.0
46586,Apenera Short,Cook Island,788240713.0
46587,Mana Strickland,Cook Island,788499686.0
46588,William (Smiley) Heather,Cook Island,788897273.0
46589,Rose Toki-Brown,Cook Island,788897549.0
46590,Teina Bishop,Cook Island,788898457.0
46591,Pumati Israela,Cook Island,788899523.0
46592,Robert Wigmore,Cook Island,794802546.0
46593,Pukeiti Pukeiti,Cook Island,794802590.0
46594,John Henry (Cook Islands politician),Cook Island,797303432.0
46595,Geoffrey Henry,Cook Island,797303508.0
46596,Albert Henry (politician),Cook Island,797303536.0
46597,Jim Marurai,Cook Island,799769949.0
46598,Pa Tepaeru Terito Ariki,Cook Island,805657875.0
46599,Tom Marsters,Cook Island,806739780.0
46600,Hilal Al Sarmi,Omani,717915660.0
46601,Mohammed Al Rumhi,Omani,722258362.0
46602,Yahya Al Khusaibi,Omani,726862168.0
46603,Sayyid Badr bin Hamad bin Hamood AlBusaidi,Omani,729426899.0
46604,Fahd bin Mahmoud al Said,Omani,757164616.0
46605,Rawya Saud Al Busaidi,Omani,760558966.0
46606,"Azzan bin Qais, Sultan of Muscat and Oman",Omani,767183600.0
46607,Taimur bin Feisal,Omani,767885927.0
46608,"Turki bin Said, Sultan of Muscat and Oman",Omani,774877670.0
46609,Badr bin Saud al Busaidi,Omani,783116680.0
46610,"Salim bin Thuwaini, Sultan of Muscat and Oman",Omani,787929352.0
46611,Rahila Al Riyami,Omani,788828342.0
46612,List of rulers of Oman,Omani,789761641.0
46613,Malek Bin Sulaiman Al Ma'amari,Omani,794599835.0
46614,"Said bin Sultan, Sultan of Muscat and Oman",Omani,794725141.0
46615,Yusuf bin Alawi bin Abdullah,Omani,797805284.0
46616,Samira bint Mohamed Al-Moosa,Omani,797947292.0
46617,Moosa AbdulRahman Hassan,Omani,799540696.0
46618,Abdullah Al Saidi,Omani,801364408.0
46619,Said bin Taimur,Omani,802317488.0
46620,"Faisal bin Turki, Sultan of Muscat and Oman",Omani,803929525.0
46621,"Thuwaini bin Said, Sultan of Muscat and Oman",Omani,806665440.0
46622,Qaboos bin Said al Said,Omani,806904421.0
46623,Haitham bin Tariq Al Said,Omani,807451487.0
46624,John Allen (diplomat),Tokelauan,720435378.0
46625,Neil Walter,Tokelauan,732100626.0
46626,Tim Francis,Tokelauan,744394596.0
46627,Duncan MacIntyre (New Zealand politician),Tokelauan,770994352.0
46628,Russell Marshall,Tokelauan,771460602.0
46629,Guy Powles,Tokelauan,786375181.0
46630,Salesio Lui,Tokelauan,790644183.0
46631,Kuresa Nasau,Tokelauan,790644216.0
46632,Patuki Isaako,Tokelauan,790644404.0
46633,Kolouei O'Brien,Tokelauan,790647368.0
46634,Afega Gaualofa,Tokelauan,795631781.0
46635,Siopili Perez,Tokelauan,795633170.0
46636,David Payton,Tokelauan,799209983.0
46637,Head of Government of Tokelau,Tokelauan,801375710.0
46638,Falima Teao,Tokelauan,801630990.0
46639,Jonathan Kings,Tokelauan,806257719.0
46640,Administrator of Tokelau,Tokelauan,806258588.0
46641,Themba N. Masuku,Swaziland,723121670.0
46642,Moses Mathendele Dlamini,Swaziland,747579157.0
46643,Constance Simelane,Swaziland,757540600.0
46644,Ntfombi of Swaziland,Swaziland,785654533.0
46645,Bheki Dlamini,Swaziland,790010530.0
46646,Bhekimpi Dlamini,Swaziland,790010540.0
46647,Jameson Mbilini Dlamini,Swaziland,790010556.0
46648,Lutfo Dlamini,Swaziland,790010558.0
46649,Mabandla Dlamini,Swaziland,790010563.0
46650,Makhosini Dlamini,Swaziland,790010573.0
46651,Mphiwa Dlamini,Swaziland,790010577.0
46652,Obed Dlamini,Swaziland,790010578.0
46653,Paul Dlamini,Swaziland,790010579.0
46654,Themba Dlamini,Swaziland,790010705.0
46655,Njabulo Mabuza,Swaziland,790010716.0
46656,Charles Myeza,Swaziland,790010723.0
46657,Sishayi Nxumalo,Swaziland,790010729.0
46658,Paul Shabangu,Swaziland,790010732.0
46659,Trusty Gina,Swaziland,790010783.0
46660,Marwick Khumalo,Swaziland,790010820.0
46661,Prince Sozisa Dlamini,Swaziland,790090661.0
46662,Andreas Fakudze,Swaziland,790636139.0
46663,Ndumiso Mamba,Swaziland,793428048.0
46664,Dzeliwe of Swaziland,Swaziland,796256782.0
46665,Ben Nsibandze,Swaziland,797494822.0
46666,List of Prime Ministers of Swaziland,Swaziland,797904256.0
46667,Barnabas Sibusiso Dlamini,Swaziland,798454144.0
46668,Sotsha Dlamini,Swaziland,800650407.0
46669,Labotsibeni Mdluli,Swaziland,802149787.0
46670,Tsandzile Dlamini,Swaziland,804656330.0
46671,Maphevu Dlamini,Swaziland,807175486.0
46672,Karim Mammadbeyov,Dagestani,723563977.0
46673,Aziz Aliyev,Dagestani,785202362.0
46674,Mukhu Aliyev,Dagestani,785532389.0
46675,Magomedali Magomedov,Dagestani,789329935.0
46676,Magomedsalam Magomedov,Dagestani,792949749.0
46677,Sagid Murtazaliev,Dagestani,796896055.0
46678,Head of the Republic of Dagestan,Dagestani,803611453.0
46679,List of Danish High Commissioners in Greenland,Greenlandic,728026000.0
46680,Gunnar Martens,Greenlandic,742150479.0
46681,Sara Olsvig,Greenlandic,756830216.0
46682,Kathrine Chemnitz,Greenlandic,757102071.0
46683,Augusta Salling,Greenlandic,757103267.0
46684,Agathe Fontain,Greenlandic,757539811.0
46685,Ane Hansen (politician),Greenlandic,757539958.0
46686,Asii Chemnitz Narup,Greenlandic,763742018.0
46687,Aleqa Hammond,Greenlandic,770757601.0
46688,Katrine Larsen Lenner,Greenlandic,778461046.0
46689,Maliina Abelsen,Greenlandic,780537008.0
46690,Agnethe Davidsen,Greenlandic,787423025.0
46691,Mimi Karlsen,Greenlandic,806560929.0
46692,Alan Parastaev,Ossetian,743018109.0
46693,Taymuraz Mamsurov,Ossetian,757343822.0
46694,Head of the Republic of North Ossetia-Alania,Ossetian,774555176.0
46695,Akhsarbek Galazov,Ossetian,782634776.0
46696,Alexander Dzasokhov,Ossetian,789328182.0
46697,Alla Dzhioyeva,Ossetian,796950389.0
46698,Vyacheslav Bitarov,Ossetian,804609656.0
46699,Tamerlan Aguzarov,Ossetian,804609900.0
46700,Anatoly Bibilov,Ossetian,806832826.0
46701,Leilani Reklai,Palauan,757106724.0
46702,Antonio Bells,Palauan,762610456.0
46703,Haruo Remeliik,Palauan,764341685.0
46704,Roman Tmetuchl,Palauan,765032190.0
46705,Vice President of Palau,Palauan,765102210.0
46706,Surangel Whipps Jr.,Palauan,767195006.0
46707,Alfonso Oiterong,Palauan,773405868.0
46708,Johnson Toribiong,Palauan,777304756.0
46709,Kerai Mariur,Palauan,778679721.0
46710,President of Palau,Palauan,782714724.0
46711,Kuniwo Nakamura,Palauan,786992351.0
46712,Tommy Remengesau,Palauan,788566799.0
46713,Thomas Remengesau Sr.,Palauan,788566961.0
46714,Ngiratkel Etpison,Palauan,788567219.0
46715,Raynold Oilouch,Palauan,789983618.0
46716,Lazarus Salii,Palauan,790011394.0
46717,Ngedikes Olai Uludong,Palauan,790410665.0
46718,Sandra Pierantozzi,Palauan,790423026.0
46719,Elias Camsek Chin,Palauan,795139723.0
46720,Akiko Sugiyama,Palauan,797884160.0
46721,Baklai Temengil,Palauan,805961817.0
46722,List of Presidents of Somaliland,Somaliland,792010538.0
46723,Dahir Riyale Kahin,Somaliland,798692052.0
46724,Adan Ahmed Elmi,Somaliland,804143605.0
46725,Muhammad Haji Ibrahim Egal,Somaliland,805840190.0
46726,Hediya Yousef,Rojava,805873719.0
46727,Mansur Selum,Rojava,805873803.0
